"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"01.09.1989","19,00","19,00","19,75","18,00","39,04M","4,11%"
"01.08.1989","18,25","18,25","18,54","16,54","50,60M","4,52%"
"01.07.1989","17,46","17,46","18,12","16,04","38,51M","9,12%"
"01.06.1989","16,00","16,00","17,86","15,83","55,89M","-10,41%"
"01.05.1989","17,86","17,86","18,31","16,61","70,11M","5,93%"
"01.04.1989","16,86","16,86","17,00","15,00","50,83M","11,14%"
"01.03.1989","15,17","15,17","15,39","13,72","55,71M","10,33%"
"01.02.1989","13,75","13,75","14,22","13,47","46,66M","-2,34%"
"01.01.1989","14,08","14,08","14,17","12,86","69,08M","4,53%"
"01.12.1988","13,47","13,47","14,31","12,94","43,08M","-2,25%"
"01.11.1988","13,78","13,78","14,50","13,47","37,38M","-4,44%"
"01.10.1988","14,42","14,42","15,03","13,94","48,29M","1,19%"
"01.09.1988","14,25","14,25","14,33","12,89","46,32M","8,70%"
"01.08.1988","13,11","13,11","14,03","12,58","59,44M","-2,46%"
"01.07.1988","13,44","13,44","13,44","12,42","48,64M","2,91%"
"01.06.1988","13,06","13,06","13,06","11,97","74,90M","6,87%"
"01.05.1988","12,22","12,22","12,22","10,61","68,59M","14,53%"
"01.04.1988","10,67","10,67","10,75","9,89","30,29M","3,29%"
"01.03.1988","10,33","10,33","11,00","10,11","48,97M","-2,18%"
"01.02.1988","10,56","10,56","10,81","9,64","49,24M","3,83%"
"01.01.1988","10,17","10,17","10,22","8,31","48,22M","23,72%"
"01.12.1987","8,22","8,22","8,81","7,58","48,67M","7,59%"
"01.11.1987","7,64","7,64","8,64","7,58","47,13M","-10,96%"
"01.10.1987","8,58","8,58","11,42","7,56","73,15M","-24,14%"
"01.09.1987","11,31","11,31","11,81","10,92","33,86M","-3,50%"
"01.08.1987","11,72","11,72","11,92","11,22","77,63M","-0,51%"
"01.07.1987","11,78","11,78","12,00","10,25","81,47M","13,05%"
"01.06.1987","10,42","10,42","10,81","9,89","43,25M","3,58%"
"01.05.1987","10,06","10,06","10,44","9,50","60,80M","1,72%"
"01.04.1987","9,89","9,89","11,67","9,72","69,36M","-14,22%"
"01.03.1987","11,53","11,53","12,06","11,22","63,33M","-4,39%"
"01.02.1987","12,06","12,06","12,17","10,97","67,64M","7,97%"
"01.01.1987","11,17","11,17","11,89","10,92","110,28M","-1,67%"
"01.12.1986","11,36","11,36","12,08","11,03","55,54M","0,26%"
"01.11.1986","11,33","11,33","11,83","10,86","60,41M","-3,57%"
"01.10.1986","11,75","11,75","12,58","11,56","50,47M","-0,93%"
"01.09.1986","11,86","11,86","13,47","11,44","40,70M","-11,23%"
"01.08.1986","13,36","13,36","13,83","12,83","38,58M","1,67%"
"01.07.1986","13,14","13,14","14,42","12,89","41,86M","-6,14%"
"01.06.1986","14,00","14,00","14,33","12,61","41,70M","8,19%"
"01.05.1986","12,94","12,94","13,08","11,89","37,76M","3,52%"
"01.04.1986","12,50","12,50","13,19","11,78","41,03M","-1,34%"
"01.03.1986","12,67","12,67","12,83","11,33","45,35M","6,83%"
"01.02.1986","11,86","11,86","12,00","10,17","67,00M","10,63%"
"01.01.1986","10,72","10,72","11,89","10,22","77,39M","-7,67%"
"01.12.1985","11,61","11,61","11,72","10,58","49,05M","6,32%"
"01.11.1985","10,92","10,92","11,11","10,03","45,29M","7,16%"
"01.10.1985","10,19","10,19","10,58","9,22","45,71M","1,09%"
"01.09.1985","10,08","10,08","10,86","9,89","33,70M","-5,71%"
"01.08.1985","10,69","10,69","11,22","10,17","40,49M","-0,28%"
"01.07.1985","10,72","10,72","11,22","9,92","40,28M","7,85%"
"01.06.1985","9,94","9,94","10,37","9,58","40,91M","0,91%"
"01.05.1985","9,85","9,85","9,85","8,41","64,80M","10,18%"
"01.04.1985","8,94","8,94","9,41","8,59","44,41M","-3,46%"
"01.03.1985","9,26","9,26","9,91","8,89","41,29M","-4,54%"
"01.02.1985","9,70","9,70","9,85","9,07","51,86M","4,98%"
"01.01.1985","9,24","9,24","9,33","8,04","89,59M","10,13%"
"01.12.1984","8,39","8,39","8,70","7,67","40,49M","4,88%"
"01.11.1984","8,00","8,00","8,81","7,91","50,60M","-6,54%"
"01.10.1984","8,56","8,56","8,78","7,52","54,53M","7,27%"
"01.09.1984","7,98","7,98","8,50","7,61","58,90M","0,63%"
"01.08.1984","7,93","7,93","8,00","6,96","78,75M","14,27%"
"01.07.1984","6,94","6,94","7,02","6,26","64,49M","7,10%"
"01.06.1984","6,48","6,48","6,59","5,76","58,08M","12,11%"
"01.05.1984","5,78","5,78","5,89","5,48","50,23M","3,96%"
"01.04.1984","5,56","5,56","5,85","5,39","24,17M","-1,59%"
"01.03.1984","5,65","5,65","6,43","5,28","43,95M","-11,58%"
"01.02.1984","6,39","6,39","6,65","6,02","46,83M","-3,03%"
"01.01.1984","6,59","6,59","7,39","6,48","61,60M","1,70%"
"01.12.1983","6,48","6,48","6,89","6,43","37,37M","-4,14%"
"01.11.1983","6,76","6,76","6,81","5,63","60,71M","19,65%"
"01.10.1983","5,65","5,65","6,35","5,52","38,62M","-3,42%"
"01.09.1983","5,85","5,85","6,46","5,61","46,84M","4,28%"
"01.08.1983","5,61","5,61","6,30","5,28","48,80M","-9,08%"
"01.07.1983","6,17","6,17","6,98","6,06","44,61M","-9,00%"
"01.06.1983","6,78","6,78","7,15","5,87","50,51M","14,33%"
"01.05.1983","5,93","5,93","6,13","5,35","50,87M","4,59%"
"01.04.1983","5,67","5,67","6,26","5,63","43,93M","-4,38%"
"01.03.1983","5,93","5,93","6,11","5,26","47,59M","9,21%"
"01.02.1983","5,43","5,43","5,63","5,19","36,73M","0,37%"
"01.01.1983","5,41","5,41","5,52","4,72","46,39M","7,77%"
"01.12.1982","5,02","5,02","5,26","4,63","53,32M","4,58%"
"01.11.1982","4,80","4,80","4,81","3,91","72,36M","18,23%"
"01.10.1982","4,06","4,06","4,20","3,02","68,75M","32,25%"
"01.09.1982","3,07","3,07","3,70","3,06","45,01M","-12,78%"
"01.08.1982","3,52","3,52","3,56","2,37","58,92M","48,52%"
"01.07.1982","2,37","2,37","2,67","2,26","26,09M","3,04%"
"01.06.1982","2,30","2,30","2,52","2,22","26,81M","-8,73%"
"01.05.1982","2,52","2,52","3,04","2,44","25,66M","-10,95%"
"01.04.1982","2,83","2,83","3,13","2,54","33,58M","9,27%"
"01.03.1982","2,59","2,59","2,85","2,56","22,96M","-6,83%"
"01.02.1982","2,78","2,78","3,15","2,72","37,40M","-12,85%"
"01.01.1982","3,19","3,19","3,44","3,02","20,81M","-4,20%"
"01.12.1981","3,33","3,33","3,63","3,26","36,18M","-1,77%"
"01.11.1981","3,39","3,39","3,98","3,30","39,81M","-11,95%"
"01.10.1981","3,85","3,85","4,09","3,48","28,85M","7,84%"
"01.09.1981","3,57","3,57","3,96","3,31","28,35M","4,69%"
"01.08.1981","3,41","3,41","4,22","3,39","34,37M","-16,63%"
"01.07.1981","4,09","4,09","4,52","4,04","27,75M","-9,91%"
"01.06.1981","4,54","4,54","4,96","4,39","29,69M","-5,61%"
"01.05.1981","4,81","4,81","5,09","4,63","25,89M","-4,56%"
"01.04.1981","5,04","5,04","5,33","4,89","25,71M","-3,08%"
"01.03.1981","5,20","5,20","5,39","5,00","41,61M","0,19%"
"01.02.1981","5,19","5,19","5,85","5,04","39,85M","-11,88%"
"01.01.1981","5,89","5,89","6,56","5,83","38,63M","-9,94%"
"01.12.1980","6,54","6,54","6,56","5,35","43,04M","15,34%"
"01.11.1980","5,67","5,67","6,02","5,26","67,16M","6,38%"
"01.10.1980","5,33","5,33","6,20","5,00","78,00M","-6,49%"
"01.09.1980","5,70","5,70","6,20","5,39","34,69M","1,24%"
"01.08.1980","5,63","5,63","5,93","5,43","51,01M","-0,71%"
"01.07.1980","5,67","5,67","6,04","5,13","51,36M","9,25%"
"01.06.1980","5,19","5,19","5,54","5,00","36,11M","1,96%"
"01.05.1980","5,09","5,09","5,41","4,74","43,33M","-5,91%"
"01.04.1980","5,41","5,41","5,85","4,89","42,42M","2,85%"
